GeneSymbol	Accession	logFC_Pr	pvals_Pr	UniquePeptides	controlOE1	controlOE2	controlOE3	controlOE4	Foxk1OE1	Foxk1OE2	Foxk1OE3	Foxk1OE4
Pmpca	Q9DC61	0.4202879	0.002574509	18	1.007	0.996	1.024	0.95	1.387	1.264	1.307	1.364
Pmpcb	Q9CXT8	0.4635421	0.0239654	12	0.969	1.056	1.05	0.844	1.447	1.202	1.374	1.381
Pmvk	Q9D1G2	0.08750546	0.2190788	5	0.99	1.012	1.022	0.958	1.09	1.109	0.964	1.068
Pnisr	A2AJT4	0.1095624	0.2253671	2	0.849	1.121	1.014	0.983	1.054	1.092	1.038	1.096
Pnkp	Q9JLV6	0.3398897	0.03668567	4	1.031	1	0.967	1.041	1.194	1.47	1.258	1.19
Pnn	O35691	0.2561965	0.03418282	4	1.007	1.017	1.002	0.957	1.131	1.366	1.148	1.112
Pno1	Q9CPS7	0.08758981	0.06628092	1	0.903	1.03	0.997	1.08	0.959	1.144	1.071	1.087
Pnp	P23492	-0.4150375	0.006836215	10	0.958	1.057	0.991	0.986	0.787	0.71	0.73	0.767
Pnpla2	Q8BJ56	-0.2972293	0.000590487	14	1.034	0.993	0.98	0.989	0.849	0.777	0.794	0.832
Pnpla6	Q3TRM4	-0.01296813	0.5574419	17	0.991	1.037	0.963	1.032	0.969	1.015	0.995	1.008
Pnpla7	A2AJ88	-0.1166791	0.007442327	6	0.938	1.071	0.974	1.02	0.894	0.984	0.894	0.92
Pnpla8	Q8K1N1	0.1866757	0.000227948	17	1.009	1.015	0.963	1.009	1.128	1.159	1.111	1.15
Pnpo	Q91XF0	-0.1179122	0.1730122	3	1.003	1.071	1.012	0.966	1.015	0.891	0.885	0.943
Pnpt1	Q8K1R3	0.7070245	0.000186895	21	1.051	0.972	0.976	1.003	1.716	1.616	1.647	1.554
Pofut1	Q91ZW2	0.2657471	0.04096952	5	0.994	1.072	0.968	0.951	1.208	1.122	1.175	1.286
Pofut2	Q8VHI3	0.02497927	0.3614549	11	1.059	0.976	0.997	0.976	1.045	1.005	0.994	1.034
Poglut1	Q8BYB9	-0.05505737	0.3797504	4	0.987	1.019	0.969	1.031	0.907	1.068	0.963	0.918
Polb	Q8K409	0.1273641	0.2219478	2	1.014	1.001	1.014	0.969	0.975	1.166	1.233	0.993
Pold1	P52431	0.3858399	0.008358617	1	1.013	1.054	0.935	1.016	1.243	1.501	1.18	1.326
Pold2	O35654	0.4418044	0.04119771	1	1.134	0.945	0.992	0.934	1.328	1.602	1.336	1.174
Pold3	Q9EQ28	0.2183115	0.04404255	1	1.034	1.171	0.802	1.039	1.177	1.365	1.082	1.083
Poldip2	Q91VA6	0.1795341	0.1896329	13	0.974	1.053	0.929	1.051	1.06	1.254	1.234	0.99
Poldip3	Q8BG81	-0.1617936	0.3424119	11	0.965	1.036	0.937	1.087	0.767	1.062	1.011	0.758
Pole4	Q9CQ36	0.7857787	0.04022456	2	1.007	1.129	1.061	0.691	1.937	1.274	1.739	1.753
Polg	P54099	0.2584882	0.2715054	2	0.981	0.922	0.982	1.141	0.997	1.466	1.312	1.041
Polk	Q9QUG2	0.6447442	0.64845	1	0	1.808	1.635	0	0.985	0	1.609	2.789
Poll	Q9QXE2	0.2089991	0.06060886	2	1.005	0.959	0.969	1.102	1.068	1.27	1.103	1.223
Polr1a	O35134	0.06504271	0.6242737	2	1.105	0.97	0.886	1.094	0.961	1.105	1.124	1.052
Polr1c	P52432	0.1772319	0.2578919	4	0.957	1.014	1.126	0.82	1.182	0.97	1.119	1.158
Polr2a	P08775	-0.006484034	0.9585555	6	1.011	0.964	0.977	1.062	0.929	1.156	1.024	0.887
Polr2b	Q8CFI7	0.01178008	0.7001806	14	0.971	0.998	0.994	1.062	1.028	1.018	0.982	1.03
Polr2c	P97760	0.215222	0.0100837	3	1.004	1.009	1.078	0.943	1.214	1.122	1.193	1.154
Polr2d	Q9D7M8	0.06629717	0.6209603	4	0.966	1.014	1.093	0.861	1.064	0.946	0.987	1.122
Polr2e	Q80UW8	0.0660784	0.4107345	3	0.98	1.042	1.029	0.939	1.085	0.964	1.047	1.081
Polr2g	P62488	-0.1160432	0.03570697	2	1.026	1.038	0.951	1.022	0.931	0.917	0.931	0.946
Polr2h	Q923G2	0.5239694	0.3817088	3	1.191	1.229	1.839	1.128	2.837	1.034	1.239	2.636
Polr2l	P62876	0.1099861	0.534224	1	1.071	1.156	0.888	0.874	1.337	0.907	1.026	1.035
Polr2m	Q6P6I6	0.3544777	0.01468051	3	0.964	0.961	1.001	1.027	1.338	1.102	1.352	1.262
Polr3d	Q91WD1	0.1516789	0.2224853	1	1.084	1.063	0.898	0.96	0.995	1.261	1.132	1.061
Polr3f	Q921X6	0.1167895	0.2807532	1	1.045	0.888	1.113	0.927	1.127	0.911	1.081	1.189
Polrmt	Q8BKF1	0.3222856	0.01062971	19	1.003	0.994	0.953	1.085	1.187	1.345	1.256	1.257
Pom121	Q8K3Z9	0.1712688	0.380914	5	1.082	1.004	0.916	1.052	1.061	1.296	1.298	0.91
Pomgnt1	Q91X88	-0.009590769	0.8352118	4	0.985	1.028	0.997	1.065	1.029	1.003	1.034	0.982
Pomgnt2	Q8BW41	0	1	3	0.974	1.081	1.015	0.939	0.978	1.021	1.049	0.961
Pomp	Q9CQT5	-0.7149263	0.02858735	4	0.997	1.044	1.129	0.771	0.687	0.495	0.593	0.626
Pon2	Q62086	-0.108389	0.1536543	5	1.061	0.947	1.044	0.941	0.958	0.878	0.896	0.972
Pop4	Q9CR08	-0.03601014	0.834536	1	0.982	1.092	0.919	1.023	0.865	1.187	1.124	0.741
Por	P37040	0.6145779	0.000245825	27	1.036	0.962	1.005	1.015	1.613	1.477	1.474	1.588
Porcn	Q9JJJ7	1.284358	1.28E-05	2	1.028	0.989	0.961	0.99	2.447	2.445	2.315	2.458
Postn	Q62009	-1.392756	0.004460268	5	0.965	0.981	0.955	1.211	0.342	0.48	0.404	0.34
Ppa1	Q9D819	1.263711	0.004180677	15	1.01	1.04	1.059	0.8	2.586	1.979	2.311	2.51
Ppa2	Q91VM9	-0.1713453	0.2007208	9	0.987	1.016	1.082	0.853	0.89	0.792	0.887	0.928
Ppan	Q91YU8	0.5414782	0.1144945	2	0.995	1.026	0.935	1.007	1.198	2.065	1.353	1.152
Ppcdc	Q8BZB2	-0.211409	0.04862719	2	1.037	1.021	0.986	0.947	0.912	0.781	0.841	0.913
Ppcs	Q8VDG5	-0.01659532	0.8048047	9	1.011	1.04	0.967	1.004	1.064	0.938	0.901	1.073
Ppdpf	Q9CR37	0.09804545	0.4891906	3	0.914	1.169	0.927	0.929	0.901	1.248	1.237	0.83
Ppfia3	P60469	-0.2601213	0.0913224	5	1.053	0.862	1.001	1.042	0.805	0.881	0.852	0.767
Ppfibp1	Q8C8U0	-0.7324145	0.000225702	11	0.984	0.996	1.024	1.005	0.593	0.576	0.589	0.655
Ppia	P17742	0.2601191	0.2126278	8	0.926	1.27	0.903	0.864	0.957	1.41	1.464	0.915
Ppib	P24369	0.2116346	0.05477464	11	0.972	1.093	0.937	1.017	1.098	1.285	1.218	1.053
Ppic	P30412	-0.8858449	0.004355374	3	0.96	1.054	1.019	0.914	0.572	0.456	0.53	0.578
Ppid	Q9CR16	0.2968883	0.04701307	12	0.991	0.991	1.041	0.929	1.28	1.1	1.155	1.32
Ppie	Q9QZH3	0.4738875	0.004017481	2	0.915	1.033	1.063	0.952	1.391	1.31	1.396	1.407
Ppif	Q99KR7	0.6718415	0.02445182	6	0.912	1.255	0.922	0.885	1.36	1.859	1.896	1.216
Ppig	A2AR02	-0.01452146	0.7273938	1	0.979	1.04	0.992	0.983	0.956	1.086	1.005	0.907
Ppih	Q9D868	0.1560818	0.305726	1	0.962	1.197	0.946	0.851	1.045	1.079	1.269	1.015
Ppil1	Q9D0W5	-0.1110168	0.06603064	4	0.98	1.06	0.958	0.985	0.896	0.962	0.96	0.87
Ppil2	Q9D787	-0.1354561	0.4207774	5	1.015	1.08	0.93	1.059	0.776	1.149	1.017	0.776
Ppil4	Q9CXG3	0.3740171	0.008292331	3	0.998	1.072	1.009	0.952	1.294	1.239	1.399	1.292
Ppip5k1	A2ARP1	-0.08092697	0.002673335	6	0.982	1.013	1.01	0.973	0.944	0.957	0.944	0.916
Ppip5k2	Q6ZQB6	0.2344653	0.1296659	1	1.01	0.925	0.981	1.13	1.199	1.301	1.174	1.086
Ppm1a	P49443	-0.06552063	0.3512336	9	1.007	0.998	1.037	0.922	0.99	0.877	0.943	0.978
Ppm1b	P36993	0.4527654	0.01723265	7	1.009	0.987	1.076	0.872	1.439	1.235	1.306	1.418
Ppm1f	Q8CGA0	-0.1876874	0.02355336	8	1.002	1.013	0.986	0.983	0.913	0.841	0.819	0.925
Ppm1g	Q61074	0.3890757	0.05651712	12	0.987	0.984	1.079	0.875	1.38	1.113	1.227	1.42
Ppm1k	Q8BXN7	0.1149735	0.2408617	3	0.991	1.041	1.049	0.885	1.073	0.976	1.152	1.094
Ppm1l	Q8BHN0	-0.3338895	0.0126465	2	1.128	0.936	0.959	1.004	0.81	0.8	0.771	0.814
Ppme1	Q8BVQ5	0.1254418	0.01635018	6	1.06	0.975	1.031	0.985	1.103	1.095	1.113	1.108
Ppox	P51175	0.06386512	0.09037874	8	1.005	0.972	0.973	1.071	1.066	1.019	1.053	1.065
Ppp1ca	P62137	0.04707183	0.4601077	4	1.005	0.99	1.041	0.944	1.04	0.985	1.002	1.085
Ppp1cb	P62141	0.1013938	0.248869	3	1.014	0.963	1.056	0.95	1.157	1.002	1	1.114
Ppp1cc	P63087	-0.1458432	0.01918632	1	1.005	0.934	1.009	1.077	0.947	0.817	0.943	0.931
Ppp1r10	Q80W00	0.2332895	0.1685489	9	0.997	1.011	0.981	1.062	1.075	1.39	1.282	1.015
Ppp1r11	Q8K1L5	0.2233346	0.2387025	1	0.9	1.047	1.105	0.884	1.255	1.032	1.061	1.247
Ppp1r12a	Q9DBR7	-0.1227922	0.06934075	16	0.988	0.992	1.053	0.938	0.931	0.977	0.902	0.837
Ppp1r12b	Q8BG95	-0.4816277	0.006214311	5	0.933	1.091	0.956	1.04	0.651	0.776	0.782	0.67
Ppp1r12c	Q3UMT1	-0.3079682	0.003795615	10	1.022	0.979	1.067	0.943	0.812	0.851	0.828	0.749
Ppp1r13b	Q62415	-0.4437384	0.2602336	2	1.012	0.822	1.168	0.941	0.885	0	1.084	0.93
Ppp1r13l	Q5I1X5	0.04235221	0.6218452	1	1.079	1.021	0.92	1.008	1.061	1.125	1.055	0.907
Ppp1r14b	Q62084	-0.5145132	0.7805809	1	0	1.753	1.684	0	1.037	0	0	1.369
Ppp1r16a	Q923M0	0.1743392	0.1308063	2	0.985	1.085	1.054	0.792	1.145	1.236	1.007	1.031
Ppp1r18	Q8BQ30	-0.6882356	0.000232466	6	0.985	1.015	1.048	0.969	0.613	0.651	0.614	0.615
Ppp1r2	Q9DCL8	0.009275519	0.9675937	4	0.93	1.058	1.118	0.925	1.12	0.756	0.938	1.243
Ppp1r21	Q3TDD9	-0.1598321	0.05701256	10	1.032	0.949	1.036	1.007	0.905	0.946	0.905	0.846
Ppp1r37	Q8BKR5	-0.0774045	0.05316949	1	1.016	1.027	0.95	1.027	0.914	0.999	0.916	0.981
Ppp1r3f	Q9JIG4	-0.1506527	0.02441783	5	0.952	1.03	0.995	1.057	0.914	0.897	0.907	0.916
Ppp1r7	Q3UM45	0.3634672	0.1456807	12	0.963	1.019	1.089	0.859	1.437	1.021	1.159	1.439
Ppp1r8	Q8R3G1	0.1518244	0.0353769	3	1.011	1.054	1.008	0.964	1.179	1.103	1.169	1.034
Ppp1r9b	Q6R891	0.271676	0.01299793	5	0.955	0.895	1.094	1.023	1.17	1.205	1.257	1.157
Ppp2ca	P63330	0.03438562	0.4379911	1	0.952	0.953	1.078	0.997	1.037	0.993	1.034	1.012
Ppp2cb	P62715	-0.1094352	0.07184117	1	1.076	0.974	0.966	0.995	0.947	0.971	0.87	0.93
Ppp2r1a	Q76MZ3	0.007249739	0.9518014	13	1.014	0.967	1.08	0.909	1.106	0.881	0.923	1.08
Ppp2r1b	Q7TNP2	0.4003609	0.06919996	14	0.994	0.998	1.07	0.89	1.417	1.121	1.202	1.476
Ppp2r2a	Q6P1F6	-0.06152753	0.4248625	5	1.016	1.058	1.017	0.861	0.982	0.906	0.971	0.928
Ppp2r2d	Q925E7	0.09682831	0.07813497	2	1.007	1.013	1.056	0.871	1.041	1.075	1.09	1.015
Ppp2r4	P58389	-0.04924603	0.6181606	7	0.996	1.027	1.004	0.966	1.034	0.86	0.904	1.061
Prkcd	P28867	0.01469408	0.5783415	14	1.013	0.981	0.972	1.039	1.004	1.037	0.984	1.021
Prkcdbp	Q91VJ2	-0.9956676	0.000507715	9	1.009	0.991	1.044	0.946	0.511	0.48	0.48	0.53
Prkce	P16054	-0.04387652	0.3959204	6	0.99	0.993	0.998	1.025	0.897	1.046	0.959	0.984
Prkci	Q62074	-0.1898189	0.01702884	1	0.983	1.072	0.943	1.009	0.907	0.878	0.817	0.911
Prkcsh	O08795	0.580926	0.03882892	11	1.045	1.042	1.03	0.82	1.669	1.231	1.366	1.623
Prkdc	P97313	-0.05679914	0.1465117	16	1.003	1.009	0.971	1.032	0.913	0.997	0.921	1.029
Prkra	Q9WTX2	0.03988944	0.1396702	7	0.982	1.027	1.01	0.976	0.995	1.032	1.078	1.002
Prkrip1	Q9CWV6	0.5850841	0.000478734	3	1.021	1.003	0.992	0.937	1.505	1.505	1.56	1.36
Prmt1	Q9JIF0	-0.1483918	0.04085562	6	0.987	1.049	1.001	0.953	0.936	0.882	0.881	0.901
Prmt3	Q922H1	0.03289559	0.1695816	3	1.032	1.005	0.996	0.956	1.07	1.01	0.994	1.007
Prmt5	Q8CIG8	0.05276167	0.5397207	10	1.016	1.046	0.937	1.028	0.991	1.156	1.084	0.946
Prmt7	Q922X9	0.1924657	0.01418765	2	1.068	1.002	0.94	1.012	1.173	1.201	1.123	1.099
Prmt9	Q3U3W5	-0.1476295	0.04437007	3	1.028	0.98	1.035	0.946	0.893	0.96	0.887	0.861
Prnp	P04925	-0.6064377	0.007352749	5	0.986	0.973	0.995	1.073	0.619	0.709	0.731	0.586
Prodh	Q9WU79	0.1978192	0.004523051	14	1.046	0.983	1.031	0.941	1.186	1.114	1.146	1.143
Prorsd1	Q9D820	0.03772206	0.8569138	4	0.964	1.031	1.123	0.77	1.039	0.829	0.977	1.146
Pros1	Q08761	-1.267882	2.20E-05	1	1.026	1.086	0.942	0.941	0.454	0.467	0.358	0.38
Prosc	Q9Z2Y8	0.2753035	0.03508315	9	0.978	1.148	0.953	0.902	1.187	1.24	1.317	1.074
Proser1	Q5PRE5	0.01959004	0.9306146	1	0.952	0.828	1.105	1.138	0.906	1.172	1.212	0.788
Prpf18	Q8BM39	0.1371731	0.2940708	1	0.859	1.021	1.081	1.009	1.076	0.935	1.107	1.248
Prpf19	Q99KP6	0.1776716	0.002772841	9	1.005	1.034	1.015	0.929	1.135	1.137	1.185	1.048
Prpf3	Q922U1	0.3685999	0.005682246	3	1.02	1.111	1.05	0.931	1.296	1.302	1.426	1.285
Prpf31	Q8CCF0	0.3955654	0.001868072	6	1.015	0.995	1.013	0.949	1.28	1.316	1.285	1.344
Prpf38a	Q4FK66	0.2630344	0.1354066	1	1.062	1.021	1.018	0.869	1.075	1.067	1.387	1.235
Prpf38b	Q80SY5	0.2467801	0.001623737	7	0.982	1.015	0.979	0.996	1.148	1.166	1.206	1.193
Prpf39	Q8K2Z2	-0.07539001	0.2116892	4	0.967	0.998	1.018	1.063	1.002	0.94	0.895	1.003
Prpf4	Q9DAW6	0.250279	0.02637739	7	0.993	1.034	0.987	1.019	1.154	1.343	1.195	1.105
Prpf40a	Q9R1C7	0.3293588	0.000514984	10	0.995	1.019	1.026	0.988	1.295	1.26	1.253	1.253
Prpf4b	Q61136	-0.05016009	0.5866166	1	1.025	0.891	1.107	0.957	0.869	0.996	1.105	0.874
Prpf6	Q91YR7	0.2806575	0.03262212	12	1.058	0.955	0.951	1.05	1.196	1.305	1.22	1.155
Prpf8	Q99PV0	0.2068814	0.08356608	26	1.002	1.006	0.938	1.075	1.099	1.27	1.185	1.087
Prps1	Q9D7G0	-0.3171725	0.02794738	4	1.024	1.018	1.038	0.933	0.843	0.71	0.807	0.861
Prps2	Q9CS42	-0.635336	0.004532635	4	0.998	1.03	1.007	0.943	0.697	0.569	0.61	0.685
Prpsap1	Q9D0M1	-0.2526183	0.0539059	5	1.024	0.977	1.035	0.911	0.849	0.818	0.76	0.886
Prpsap2	Q8R574	-0.1044908	0.174358	4	0.983	1.034	0.934	1.028	0.98	0.854	0.907	0.96
Prr12	E9PYL2	0.2326608	0.1985342	2	0.827	0.975	1.064	1.134	1.243	1.259	1.112	1.086
Prr5	Q812A5	-0.6460516	0.01092514	1	0.92	1.003	0.983	1.122	0.705	0.701	0.543	0.625
Prrc1	Q3UPH1	0.05750247	0.4196952	6	1.017	0.963	1.072	0.932	1.079	0.986	1.006	1.075
Prrc2a	Q7TSC1	-0.2155572	0.3099959	26	0.99	1.027	0.911	1.143	0.758	1.06	0.972	0.716
Prrc2b	Q7TPM1	-0.4666258	0.04997536	9	1.056	0.992	0.963	1.06	0.669	0.853	0.839	0.585
Prrc2c	Q3TLH4	-0.1591452	0.4964544	34	0.973	1	0.905	1.172	0.778	1.126	1.005	0.718
Prrx1	P63013	-0.1313302	0.2041135	1	0.954	0.982	1.012	1.063	0.827	1.038	0.934	0.863
Prune	Q8BIW1	0.06585255	0.4106773	8	1.016	0.993	1.04	0.955	1.106	0.999	0.973	1.113
Prune2	Q52KR3	-0.7175143	0.009277986	7	0.897	1.093	0.955	1.156	0.544	0.653	0.706	0.591
Psap	Q61207	0.2669789	0.3968256	13	0.888	1.022	1.183	0.803	1.508	0.962	0.963	1.255
Psat1	Q99K85	0.3378022	0.0153896	17	1.008	1.033	0.977	0.977	1.354	1.151	1.231	1.313
Psen1	P49769	-0.4284009	0.005346919	3	0.926	1.005	1.009	1.073	0.76	0.766	0.687	0.769
Psen2	Q61144	-0.3702198	0.01654079	2	0.988	0.969	0.985	1.083	0.745	0.872	0.733	0.764
Psip1	Q99JF8	0.2336723	0.02157231	6	1.029	1.028	0.953	0.994	1.145	1.152	1.242	1.169
Psma1	Q9R1P4	0.06537831	0.5574449	15	1.01	1.002	1.046	0.911	1.11	0.937	0.976	1.13
Psma2	P49722	-0.1201842	0.03067388	7	0.977	1.034	0.956	1.024	0.888	0.926	0.937	0.921
Psma3	O70435	-0.007332646	0.9655765	9	0.996	1.032	1.058	0.859	1.078	0.828	0.905	1.114
Psma4	Q9R1P0	-0.03418956	0.677607	7	1.032	1.006	1.024	0.909	1.028	0.864	0.975	1.011
Ptgs1	P22437	-0.5280066	0.001643504	10	0.993	0.958	0.986	1.086	0.753	0.672	0.645	0.72
Ptk2	P34152	-0.4012952	0.00645182	10	1.09	0.957	0.966	1.027	0.768	0.803	0.738	0.75
Ptk2b	Q9QVP9	-0.790243	0.001249303	9	1.052	0.948	0.973	1.008	0.539	0.602	0.577	0.584
Ptk7	Q8BKG3	-1.260085	0.000375081	10	0.958	0.939	1.017	1.093	0.424	0.417	0.389	0.443
Ptma	P26350	0.2125245	0.6439245	2	0.984	1.177	1.11	0.648	1.466	0.744	0.84	1.491
Ptms	Q9D0J8	0.2378668	0.5121118	2	0.946	1.131	1.098	0.68	1.426	0.915	0.863	1.342
Ptov1	Q91VU8	0.06975004	0.1912308	1	0.873	1.104	1.006	0.994	0.968	1.204	0.985	1.017
Ptp4a1	Q63739	0.2074389	0.03029248	2	0.978	1.031	0.972	1.009	1.207	1.22	1.016	1.164
Ptpmt1	Q66GT5	0.1932744	0.007010106	5	0.994	1.037	0.965	1.015	1.188	1.143	1.131	1.124
Ptpn1	P35821	0.05227341	0.1822347	7	1.035	0.949	0.999	1.001	1.093	0.982	0.978	1.078
Ptpn11	P35235	0.1071972	0.1110142	23	1.057	0.936	0.969	1.057	1.087	1.1	1.071	1.071
Ptpn12	P35831	0.04339525	0.3527593	8	0.981	1.055	0.981	1.011	1.025	1.159	0.96	1.007
Ptpn13	Q64512	0.2231483	0.4283605	1	0.765	0.844	1.047	1.433	1.238	1.332	1.045	1.158
Ptpn2	Q06180	-0.06708009	0.1510418	5	0.938	1.002	0.998	1.09	0.906	0.992	0.973	0.974
Ptpn23	Q6PB44	-0.2761772	0.08070484	21	1.045	0.948	0.955	1.11	0.843	0.922	0.826	0.76
Ptpn4	Q9WU22	0.7452278	0.01192348	1	0.933	1.111	1.049	0.842	1.778	1.52	1.558	1.74
Ptpn6	P29351	-0.6595824	0.006663622	5	1.03	0.919	1.024	1.074	0.559	0.679	0.703	0.621
Ptpn9	O35239	-0.4399028	0.003434556	4	0.995	0.995	1.049	0.96	0.792	0.732	0.701	0.723
Ptpra	P18052	-0.458297	0.000592692	4	0.961	1.013	1.013	0.985	0.705	0.732	0.7	0.754
Ptprk	P35822	-0.6624264	0.02986427	1	0.956	0.981	1.003	1.077	0.58	0.871	0.57	0.517
Ptprs	B0V2N1	-0.5699168	0.02782898	4	0.987	0.926	0.963	1.178	0.648	0.741	0.723	0.619
Ptrf	O54724	-0.5494714	0.01133754	12	0.971	1.092	0.998	0.914	0.677	0.627	0.69	0.722
Ptrh1	Q8BW00	0.1179278	0.05503079	1	0.976	1.026	0.949	1.076	1.076	1.072	1.108	1.114
Ptrh2	Q8R2Y8	0.0453353	0.7314977	6	0.9	1.184	0.928	0.935	0.891	1.125	1.206	0.851
Ptrhd1	D3Z4S3	0.1624812	0.3337427	1	0.864	1.166	1.008	0.913	1.24	1.05	1.067	1.065
Pts	Q9R1Z7	-0.1014356	0.5434363	2	0.899	1.009	1.096	0.958	1.005	0.783	0.847	1.058
Pttg1ip	Q8R143	-0.487969	1.50E-05	3	1.012	0.952	0.993	1.019	0.734	0.678	0.698	0.725
Puf60	Q3UEB3	0.03006092	0.6137275	16	1.073	0.935	0.956	1.073	1.068	1.048	0.999	1.007
Pum1	Q80U78	0.04969754	0.0260388	5	1.007	0.93	1.043	0.986	1.03	0.983	1.061	1.031
Pum2	Q80U58	0.2086429	0.2552524	1	0.881	1.042	1.097	0.926	1.264	0.946	1.141	1.209
Pum3	Q8BKS9	-0.1229438	0.4549349	3	0.972	1.062	0.866	1.152	0.8	1.191	0.883	0.847
Pura	P42669	0.1201326	0.221073	7	0.959	1.007	1.006	0.955	1.121	0.976	1.02	1.151
Purb	O35295	0.1801621	0.1434784	10	0.948	0.987	1.022	0.975	1.222	0.996	1.049	1.188
Pus1	Q9WU56	0.2312992	0.006464759	8	1.012	1.004	1.012	1.032	1.204	1.104	1.226	1.232
Pus10	Q9D3U0	0.1876714	0.1265539	7	1.011	0.994	1.044	0.91	1.223	1.023	1.069	1.194
Pus7l	Q8CE46	0.0564748	0.6125155	3	0.982	1.032	1.046	1.023	1.217	1.049	0.931	1.049
Pusl1	A2ADA5	0.5074937	0.001957773	4	0.99	1.048	0.937	1.029	1.334	1.567	1.397	1.394
Pxdn	Q3UQ28	-0.3435538	0.002900334	11	0.999	0.992	0.996	1.029	0.764	0.841	0.792	0.768
Pxk	Q8BX57	-0.0904784	0.3557127	3	0.995	1.062	0.874	1.05	0.873	1.044	0.948	0.874
Pxmp2	P42925	-0.9586347	0.005462065	2	1.032	1.012	1.001	0.943	0.578	0.392	0.45	0.632
Pxmp4	Q9JJW0	-0.4748723	0.004675406	5	1.055	1.043	0.962	0.944	0.787	0.667	0.68	0.747
Pxn	Q8VI36	-0.04681832	0.7041719	10	0.957	1.061	1.078	0.85	1.017	0.866	0.959	0.978
Pycr1	Q922W5	0.7336444	0.002240382	5	1.037	1.018	1.03	0.916	1.707	1.656	1.538	1.752
Pycr2	Q922Q4	0.2573996	2.42E-05	9	1.044	0.986	0.971	1.018	1.251	1.172	1.165	1.216
Pycrl	Q9DCC4	0.1916039	0.007505918	10	1.019	1.037	1.013	0.916	1.144	1.126	1.176	1.105
Pygb	Q8CI94	-0.7441701	1.84E-05	25	1.042	0.977	0.978	1.018	0.621	0.595	0.568	0.613
Pygm	Q9WUB3	0.05479698	0.5838413	1	0.94	1.017	1.046	0.975	1.036	1.072	0.904	1.12
Pym1	Q8CHP5	0.1770606	0.07756925	6	1.014	1.043	1.02	0.867	1.122	1.052	1.175	1.11
Pyroxd1	Q3TMV7	0.03224628	0.6933114	1	1.074	1.081	0.883	0.988	1.219	0.97	0.91	1.018
Pyroxd2	Q3U4I7	0.1255004	0.03525067	10	0.995	0.997	0.996	0.962	1.019	1.103	1.137	1.05
Qars	Q8BML9	-0.1072477	0.04354181	28	1.011	0.972	1.002	1.021	0.929	0.963	0.908	0.919
Qdpr	Q8BVI4	-0.01406463	0.7280017	8	1.02	1.026	0.94	1.034	1	0.989	1.005	0.987
Qki	Q9QYS9	0.1138729	0.1132833	8	0.936	1.105	1.007	0.897	1.085	1.096	1.06	1.028
Qrich1	Q3UA37	-0.03217497	0.4634277	4	1.012	0.956	1.017	1.005	1.007	0.996	0.933	0.966
Qrsl1	Q9CZN8	0.7378384	0.000518887	12	1.019	0.988	1.025	0.934	1.768	1.585	1.612	1.649
Qsox1	Q8BND5	0.3868558	0.01751996	3	1.066	0.993	0.99	1.009	1.222	1.435	1.245	1.404
Qsox2	Q3TMX7	-0.1876973	0.03253661	4	1.011	0.994	1.019	0.968	0.913	0.891	0.803	0.898
Qtrt1	Q9JMA2	0.1994487	0.003986432	2	1.022	0.994	0.999	0.978	1.131	1.167	1.124	1.163
Qtrt2	B8ZXI1	0.09706498	0.1687871	1	1.021	0.941	0.953	1.137	1.058	1.056	1.105	1.115
R3hcc1	Q8BSI6	-0.2367676	0.001332223	2	0.998	0.97	1.051	0.965	0.853	0.85	0.869	0.809
R3hcc1l	Q8BJM3	-0.1917165	0.01015159	1	0.958	1.02	1.011	1.005	0.856	0.87	0.842	0.929
R3hdm4	Q4VBF2	-0.8054874	0.06726549	1	1.235	0.829	0.969	1.02	0.837	0	0.538	0.944
Rab10	P61027	0.0894175	0.04638417	6	1.021	1.002	0.983	1.029	1.107	1.018	1.088	1.08
Rab11a	P62492	-0.01375385	0.6120859	1	0.983	0.961	1.027	1.034	0.976	0.966	0.97	1.055
Rab11b	P46638	0.1150874	0.4069739	1	0.956	1.029	1.02	0.981	1.156	0.91	1.021	1.23
Rab11fip5	Q8R361	-0.5118456	0.001413631	5	0.995	0.992	1.01	1.004	0.692	0.644	0.784	0.686
Rab12	P35283	-0.9449859	0.006436672	1	0.94	1.062	1.039	0.921	0.561	0.438	0.475	0.584
Rab13	Q9DD03	-0.3243568	0.01432767	4	0.984	1.002	1.039	0.988	0.82	0.752	0.756	0.877
Rab14	Q91V41	0.2132658	0.01275423	11	1.001	1.007	0.963	1.084	1.193	1.187	1.165	1.156
Rab18	P35293	0.2077076	0.05373078	7	1.018	0.984	1.035	0.941	1.212	1.04	1.126	1.216
Rab1A	P62821	-0.160401	0.004461007	4	1.032	0.96	1.013	0.996	0.92	0.862	0.875	0.923
Rab1b	Q9D1G1	-0.09233397	0.08870516	4	0.996	0.942	1.015	1.015	0.957	0.898	0.88	0.987
Rab21	P35282	0.02416988	0.2201946	7	1.049	0.955	0.98	1.041	1.095	0.966	0.973	1.059
Rab22a	P35285	0.1352216	0.1113773	3	0.969	0.982	1.046	0.972	1.108	1.018	1.061	1.172
Rab23	P35288	0.005433886	0.9409092	3	1.046	0.99	1.033	0.906	1.025	0.956	0.963	1.046
Rab24	P35290	0.009013493	0.7245323	7	1.02	0.973	0.984	1.012	1.032	1.019	0.952	1.011
Rab28	Q99KL7	-0.1209363	0.09854799	3	1.059	1.028	0.995	1.022	1.029	0.844	0.925	0.976
