GeneSymbol	Geneid	Chromosome	logFC_RNA	Fold FC	logCPM	PValue	FDR_RNA	K1ControlOE_1	K1ControlOE_2	K1ControlOE_3	Foxk1OE_1	Foxk1OE_2	Foxk1OE_3
Dut	ENSMUSG00000027203.15	chr2	0.454255004	1.37	4.405898537	4.20E-07	7.78E-06	6.880604244	7.590794582	7.56044743	10.66395683	9.803900213	9.954504643
Eif3i	ENSMUSG00000028798.16	chr4	0.366853224	1.29	6.568712175	4.20E-07	7.80E-06	22.23791747	22.29177456	22.29222603	29.21521848	29.26137758	28.36400367
Rpl19	ENSMUSG00000017404.12	chr11	0.341922726	1.267	9.448349272	4.23E-07	7.84E-06	608.9965359	602.2197348	590.2156069	798.2570359	738.2337836	764.5136724
Rpf2	ENSMUSG00000038510.12	chr10	0.462723325	1.378	4.294413073	4.23E-07	7.84E-06	8.092095813	9.028309675	8.334889804	11.96623621	11.55185765	11.81702624
Pcnx	ENSMUSG00000021140.8	chr12	-0.374552956	0.771	6.195423746	4.26E-07	7.89E-06	7.12444718	6.446467498	6.780847961	5.050295135	5.41446737	5.356257896
Dcbld1	ENSMUSG00000019891.13	chr10	0.704982157	1.63	2.407936398	4.39E-07	8.12E-06	0.563797678	0.459644786	0.585298953	0.845554001	0.811157632	0.99767281
Pank3	ENSMUSG00000018846.8	chr11	-0.339501782	0.79	10.374412	4.40E-07	8.14E-06	203.3660113	206.6452371	190.7738372	162.3244419	154.4632882	161.7245058
Trio	ENSMUSG00000022263.9	chr15	-0.391240704	0.762	5.603168181	4.44E-07	8.22E-06	4.76411771	4.659312105	4.899392455	3.512322101	3.710584518	3.783346725
Cpeb3	ENSMUSG00000039652.16	chr19	-0.510475058	0.702	3.744443121	4.52E-07	8.36E-06	2.358872648	1.969304888	1.983329789	1.509342801	1.485402072	1.47338999
1110012L19Rik	ENSMUSG00000045237.5	chrX	-0.472431826	0.721	4.134565042	4.59E-07	8.48E-06	18.56910133	17.82971485	19.13875411	13.11630948	14.77947906	12.42167141
B3galnt2	ENSMUSG00000039242.9	chr13	0.405067339	1.324	5.25263768	4.63E-07	8.55E-06	8.256429383	9.171388022	9.103811619	12.30548482	11.72236863	11.37341036
St6galnac2	ENSMUSG00000057286.6	chr11	0.576399316	1.491	3.18668747	4.65E-07	8.58E-06	1.307654502	1.325617096	1.085780101	1.932688693	1.547563198	2.112327749
Phka2	ENSMUSG00000031295.13	chrX	-0.358092533	0.78	6.983195609	4.71E-07	8.69E-06	23.66322939	23.39561976	22.91571275	17.61201912	18.3964158	19.00994111
Bcr	ENSMUSG00000009681.9	chr10	-0.403277323	0.756	5.268972064	4.75E-07	8.77E-06	6.672030935	6.356221614	7.009037778	5.143696579	5.345038821	4.781307877
Rps24	ENSMUSG00000025290.16	chr14	0.340649653	1.266	9.348706007	4.77E-07	8.80E-06	700.9564214	683.5104584	662.0281265	900.3971242	845.6234844	865.6339748
Cdc42bpa	ENSMUSG00000026490.17	chr1	0.364878589	1.288	6.575379439	4.82E-07	8.89E-06	3.636860651	4.019425885	3.901324011	5.328819659	4.768097859	4.903178482
Spc24	ENSMUSG00000074476.5	chr9	1.402595934	2.644	0.33278244	4.87E-07	8.97E-06	0.75097397	0.299454683	0.315948627	1.547914045	1.113225719	1.046106318
Fam135b	ENSMUSG00000036800.7	chr15	-4.279730946	0.051	-1.567345041	4.89E-07	9.01E-06	0.149934885	0.087381434	0.057621498	0	0	0.011305769
Nck1	ENSMUSG00000032475.15	chr9	-0.42763197	0.743	4.769400518	4.90E-07	9.01E-06	6.865174603	6.442908919	6.159300456	4.927378946	4.773899993	4.886357243
Nup50	ENSMUSG00000016619.9	chr15	0.378541946	1.3	5.970369121	4.93E-07	9.08E-06	12.01114832	11.55157697	10.72054475	15.66392839	14.6446984	14.60729949
Pik3r5	ENSMUSG00000020901.13	chr11	-1.021387982	0.493	1.191229991	4.95E-07	9.11E-06	0.566816209	0.488708502	0.527968656	0.231532756	0.279603522	0.273104606
Dtna	ENSMUSG00000024302.15	chr18	-0.869461454	0.547	1.713245477	4.96E-07	9.13E-06	0.647568263	0.5081423	0.71175978	0.341393942	0.288781827	0.404675138
Atpif1	ENSMUSG00000054428.12	chr4	-0.42619531	0.744	4.790964203	4.98E-07	9.15E-06	21.86788255	20.14415356	23.62519011	16.34868699	17.29972853	15.59654797
Ngfrap1	ENSMUSG00000046432.12	chrX	-0.662565462	0.632	2.585352797	5.07E-07	9.31E-06	9.041788342	7.176580312	6.077830343	4.897465099	4.63024099	4.673372761
Gtf2ird1	ENSMUSG00000023079.14	chr5	0.433174836	1.35	4.662348823	5.17E-07	9.49E-06	2.829552041	2.712955328	2.883431666	3.870757242	3.612300672	3.991916159
Apol10b	ENSMUSG00000050014.7	chr15	-3.297334882	0.102	-1.291721661	5.18E-07	9.50E-06	0.34901761	0.203406026	0.295088222	0.026959693	0.025205463	0.026317508
Tmem198b	ENSMUSG00000047090.13	chr10	-0.405486837	0.755	5.181853952	5.24E-07	9.61E-06	13.38131554	11.61734323	11.69143795	8.931618762	9.749635037	9.231740501
Tcf4	ENSMUSG00000053477.16	chr18	-0.378314608	0.769	5.932659837	5.32E-07	9.75E-06	2.646290533	2.493242939	2.389305238	1.941682721	1.903090711	1.992779941
Dpysl2	ENSMUSG00000022048.8	chr14	-0.57715897	0.67	3.162034168	5.33E-07	9.76E-06	2.866494226	1.915128166	2.227726155	1.788680185	1.495096621	1.46855189
Erbb2ip	ENSMUSG00000021709.14	chr13	-0.362596418	0.778	6.604607244	5.35E-07	9.80E-06	14.27843769	14.05839324	12.85784356	10.70973881	10.52360312	11.05373134
Fam96b	ENSMUSG00000031879.13	chr8	0.411967356	1.33	5.10000657	5.35E-07	9.80E-06	21.47645838	34.8939321	25.27552274	35.81084835	38.83573353	34.52024704
I830077J02Rik	ENSMUSG00000074342.3	chr3	5.857133057	57.966	-1.728741453	5.39E-07	9.86E-06	0	0	0	0.149506317	0.122305881	0.127701919
Rilp	ENSMUSG00000038195.6	chr11	1.418329455	2.673	0.382818889	5.40E-07	9.88E-06	0.235776414	0.546833816	0.437522984	1.01469267	1.075157103	1.188627015
Acrbp	ENSMUSG00000072770.9	chr6	-0.774239123	0.585	2.04339886	5.48E-07	1.00E-05	1.578259912	1.338388419	1.723327659	0.865951585	1.145667909	0.71772832
Csgalnact1	ENSMUSG00000036356.14	chr8	-0.49275263	0.711	3.889012002	5.49E-07	1.00E-05	3.897860075	3.674820989	3.225179292	2.781399995	2.233423672	2.726094729
Elovl7	ENSMUSG00000021696.8	chr13	-3.657499749	0.079	-1.422932953	5.57E-07	1.02E-05	0.137344641	0.084944538	0.058815276	0	0.009210313	0.009616664
Dennd4a	ENSMUSG00000053641.8	chr9	0.385413095	1.306	5.689751411	5.60E-07	1.02E-05	5.119131989	5.407107955	4.905536423	7.153377922	6.334702892	6.825790504
Gpr35	ENSMUSG00000026271.15	chr1	1.848741018	3.602	-0.247186968	5.68E-07	1.04E-05	0.077130412	0.023851703	0.088079086	0.154905414	0.206894192	0.34563552
Ralbp1	ENSMUSG00000024096.16	chr17	-0.374295155	0.771	6.045331414	5.69E-07	1.04E-05	16.65377892	16.44079731	18.25054283	12.8821808	12.9331063	14.11860551
Aox1	ENSMUSG00000063558.4	chr1	-0.365032758	0.776	6.43772155	5.71E-07	1.04E-05	10.73745866	10.8976743	11.89992416	8.749087326	8.715515463	8.78126513
Armcx5	ENSMUSG00000072969.2	chrX	-0.566968857	0.675	3.199488801	5.74E-07	1.05E-05	2.510908964	2.405115984	2.734718743	1.739766679	1.685495909	1.784472057
Ltbp3	ENSMUSG00000024940.10	chr19	0.341153874	1.267	8.596014123	5.75E-07	1.05E-05	61.39407544	63.96936438	71.10763988	77.67193465	88.17547041	85.01626093
Mcoln2	ENSMUSG00000011008.13	chr3	-2.841590748	0.14	-1.087103227	5.76E-07	1.05E-05	0.194595445	0.210617501	0.194441012	0	0.015224468	0.063584637
Magi2	ENSMUSG00000040003.18	chr5	-0.911492037	0.532	1.508085758	5.79E-07	1.05E-05	0.305405787	0.315295216	0.328637522	0.155700066	0.149980058	0.202655017
Osbpl5	ENSMUSG00000037606.18	chr7	-0.417662436	0.749	4.906234269	5.81E-07	1.06E-05	7.062211162	6.563466985	7.175842563	5.109089421	4.970158354	5.625435641
Fbl	ENSMUSG00000046865.7	chr7	0.409618236	1.328	5.078547373	5.82E-07	1.06E-05	6.865996747	7.019982905	6.63270674	9.095389447	9.764233523	8.593125988
Serpinh1	ENSMUSG00000070436.12	chr7	-0.34495362	0.787	7.955953125	5.82E-07	1.06E-05	117.7473697	105.7805063	116.2582148	90.99720671	89.07177346	89.55704754
Tpgs2	ENSMUSG00000024269.11	chr18	-0.540214423	0.688	3.409477005	5.85E-07	1.06E-05	1.979980201	1.712714425	1.768105561	1.197648879	1.266088102	1.321946904
Il1rapl1	ENSMUSG00000052372.10	chrX	-1.636028252	0.322	-0.073171023	5.86E-07	1.07E-05	0.102734397	0.154434798	0.159682235	0.034387893	0.058942255	0.039163562
Dchs2	ENSMUSG00000102692.1	chr3	-1.635682944	0.322	-0.073250214	5.86E-07	1.07E-05	0.108784322	0.12309297	0.12846126	0.019861615	0.037138496	0.058165525
Dusp5	ENSMUSG00000034765.6	chr19	-1.05325213	0.482	1.055713312	5.92E-07	1.08E-05	0.970223143	0.956763854	1.314147621	0.411361524	0.607254951	0.549507016
Stab1	ENSMUSG00000042286.13	chr14	1.076536205	2.109	1.065168535	5.92E-07	1.08E-05	0.093287785	0.134624873	0.139820626	0.223785366	0.277343394	0.279418878
Cirh1a	ENSMUSG00000041438.7	chr8	0.371825292	1.294	6.138467766	5.97E-07	1.08E-05	23.88451331	29.0599685	28.53439143	34.53551039	36.83096726	34.8521309
Ano6	ENSMUSG00000064210.6	chr15	0.350202718	1.275	7.354505646	5.99E-07	1.09E-05	25.97890591	25.18126416	25.00421772	31.93530487	32.86612739	33.04655904
Clcn4	ENSMUSG00000000605.9	chr7	-0.407521496	0.754	5.100687485	6.04E-07	1.10E-05	4.632392786	4.334078348	4.641142549	3.446665463	3.164019009	3.736374129
Trem2	ENSMUSG00000023992.14	chr17	-0.574120967	0.672	3.14883204	6.05E-07	1.10E-05	2.242293487	2.181888302	1.938906326	1.36398821	1.36632364	1.574548951
Cs	ENSMUSG00000005683.7	chr10	0.336711579	1.263	9.647172099	6.09E-07	1.10E-05	244.4422927	265.8336947	238.4458727	321.9522129	315.0046162	315.9650996
Mlec	ENSMUSG00000048578.11	chr5	-0.339430648	0.79	8.747912437	6.19E-07	1.12E-05	81.1814488	78.79654081	78.91747911	63.65849945	63.10797591	63.51689194
Pkp4	ENSMUSG00000026991.20	chr2	-0.52935441	0.693	3.47874703	6.24E-07	1.13E-05	2.279634318	2.345984463	2.231148428	1.529233894	1.552527566	1.70344879
Gpt2	ENSMUSG00000031700.11	chr8	0.347400122	1.272	7.555375378	6.29E-07	1.14E-05	29.22490461	29.14605828	29.23003506	37.40251046	37.61228624	37.30812491
Cttnbp2nl	ENSMUSG00000062127.11	chr3	-0.446251771	0.734	4.402384395	6.30E-07	1.14E-05	3.020413985	3.105999949	2.808523364	2.256683315	2.128297522	2.222196319
Zfyve21	ENSMUSG00000021286.7	chr12	0.375574436	1.297	5.956729875	6.33E-07	1.14E-05	40.21322293	42.24665526	40.58800266	52.72451555	55.33134056	52.78524712
Rarres2	ENSMUSG00000009281.6	chr6	-0.339253266	0.79	8.708188403	6.36E-07	1.15E-05	173.9497179	174.9092707	176.7202317	141.7168328	139.7893658	137.1800708
Nipa2	ENSMUSG00000030452.16	chr7	0.384188719	1.305	5.679195828	6.40E-07	1.15E-05	6.019904242	6.874807941	5.856833966	8.317637379	7.896820253	8.43748695
Upb1	ENSMUSG00000033427.13	chr10	1.693777117	3.235	-0.089200435	6.41E-07	1.16E-05	0.032319534	0.043725713	0.096881656	0.186613858	0.242742475	0.142566795
Tagln	ENSMUSG00000032085.4	chr9	-0.593672724	0.663	2.993756414	6.45E-07	1.16E-05	6.118591197	5.676314302	6.080143458	3.983575087	4.450305816	3.493226072
Gata2	ENSMUSG00000015053.14	chr6	-1.583055274	0.334	0.042478754	6.50E-07	1.17E-05	0.296327261	0.106908476	0.365180247	0.089269646	0.111281326	0.058095485
Ccpg1	ENSMUSG00000034563.16	chr9	-0.56804992	0.675	3.154580954	6.50E-07	1.17E-05	1.422413015	1.53183005	1.257836491	0.907006488	1.068332396	0.878429768
Rps6	ENSMUSG00000028495.14	chr4	0.336204515	1.262	9.47412347	6.53E-07	1.18E-05	394.5482763	384.2792009	405.4884624	505.0025401	502.0954959	499.729058
Rpl37	ENSMUSG00000041841.7	chr15	0.33606391	1.262	9.499375622	6.57E-07	1.18E-05	735.7058982	745.8264527	723.3851522	961.7789248	933.6086108	909.5106805
Tha1	ENSMUSG00000017713.9	chr11	-0.453327591	0.73	4.287683452	6.59E-07	1.19E-05	7.622256761	7.476414662	8.000679669	5.685382309	6.330365063	4.975202828
Cct2	ENSMUSG00000034024.7	chr10	0.345541849	1.271	7.684373097	6.60E-07	1.19E-05	94.43631637	93.56419499	87.76286324	121.3835847	116.3938957	115.3221136
Actn1	ENSMUSG00000015143.14	chr12	-0.380988393	0.768	5.732243704	6.69E-07	1.20E-05	15.65242907	15.36384098	16.15807361	12.56582425	12.4059766	11.5384809
Rap2a	ENSMUSG00000051615.13	chr14	-0.486948086	0.714	3.918884452	6.73E-07	1.21E-05	4.726422182	3.66385644	4.173820256	3.001633032	2.734364005	3.318313698
Rpp14	ENSMUSG00000023156.4	chr14	-0.36966604	0.774	6.117987952	6.78E-07	1.22E-05	30.22380911	34.20249273	32.97350271	26.53682648	25.5189725	23.90199717
Kcnh4	ENSMUSG00000035355.15	chr11	-1.071436485	0.476	1.011998119	6.84E-07	1.23E-05	0.674243195	0.554615434	0.741078918	0.270824228	0.27852228	0.396559721
Mrpl12	ENSMUSG00000039640.7	chr11	0.346471332	1.271	7.518337476	6.89E-07	1.24E-05	105.872624	101.6691373	107.0405384	136.8604934	134.1634155	132.0993236
Rmi1	ENSMUSG00000035367.8	chr13	0.389113191	1.31	5.471069133	6.93E-07	1.24E-05	12.94374641	9.929520844	9.590435763	14.3508236	13.81499842	14.70646567
Tmem2	ENSMUSG00000024754.12	chr19	-0.595486987	0.662	2.951287031	6.95E-07	1.25E-05	1.399557758	1.31570387	1.414429305	0.923552458	1.02113316	0.807478151
Usp37	ENSMUSG00000033364.13	chr1	0.450898286	1.367	4.326876106	6.98E-07	1.25E-05	1.525329044	1.604045861	1.413535793	2.237155745	1.834091528	2.188583074
Lmna	ENSMUSG00000028063.15	chr3	-0.344387209	0.788	7.718835405	7.00E-07	1.26E-05	40.83417745	37.19761944	42.57219002	31.82435186	32.87471103	31.03943173
Calhm2	ENSMUSG00000033033.10	chr19	-0.537038409	0.689	3.425906553	7.02E-07	1.26E-05	3.203306074	2.408409439	3.029730707	2.038056337	1.802135708	2.181269425
Insl6	ENSMUSG00000050957.4	chr19	0.909407047	1.878	1.535396523	7.04E-07	1.26E-05	2.259286096	3.341916683	2.55849218	4.386204936	6.080497577	4.872307487
Dppa4	ENSMUSG00000058550.14	chr16	2.579783557	5.978	-0.958625893	7.16E-07	1.28E-05	0.069516495	0	0.138922652	0.488648826	0.489485494	0.374792884
Myc	ENSMUSG00000022346.14	chr15	0.385054169	1.306	5.596243652	7.22E-07	1.29E-05	14.72202097	15.4544683	14.99915292	18.5181229	21.03993926	19.87149726
Tgfb2	ENSMUSG00000039239.14	chr1	-0.655896959	0.635	2.554187926	7.22E-07	1.29E-05	1.206149006	1.464902732	1.00279317	0.767394551	0.752037702	0.82131894
Rassf3	ENSMUSG00000025795.7	chr10	0.66878253	1.59	2.53064349	7.24E-07	1.29E-05	1.229843211	1.314253209	1.259977755	1.922820391	1.958475526	2.212745351
Tom1l2	ENSMUSG00000000538.18	chr11	-0.363474173	0.777	6.342659078	7.31E-07	1.31E-05	9.995820003	10.5290967	10.59579269	8.064282733	7.836563709	8.480495696
Slc20a2	ENSMUSG00000037656.9	chr8	-0.371189881	0.773	6.00865552	7.46E-07	1.33E-05	11.72575299	11.03864758	12.1107096	8.37238985	9.277167534	9.52670933
Cltb	ENSMUSG00000047547.14	chr13	-0.380112268	0.768	5.70477367	7.46E-07	1.33E-05	11.79636946	11.60585503	12.76105015	9.183962237	9.779212279	9.040355992
Capn10	ENSMUSG00000026270.11	chr1	0.447804435	1.364	4.348127954	7.55E-07	1.35E-05	3.901401356	3.784427218	4.069928655	5.001848058	5.35595793	5.808733065
Rpl4	ENSMUSG00000032399.7	chr9	0.333405893	1.26	9.801726173	7.61E-07	1.36E-05	569.3000582	552.4985838	537.8262991	705.8726687	699.4749999	701.9966552
Arf1	ENSMUSG00000048076.14	chr11	0.336820077	1.263	8.728326175	7.61E-07	1.36E-05	179.3555194	182.1886758	174.4695275	227.2393144	223.0926011	231.9344735
Cracr2b	ENSMUSG00000048200.12	chr7	-0.664002178	0.631	2.514356644	7.62E-07	1.36E-05	2.372740839	2.150523562	2.929840538	1.336611629	1.64807617	1.758607498
Dock1	ENSMUSG00000058325.6	chr7	-0.388665396	0.764	5.447797328	7.78E-07	1.39E-05	5.503359404	5.047235096	5.276291268	4.183502838	4.147360398	3.854169453
Tm6sf1	ENSMUSG00000038623.9	chr7	-1.082600287	0.472	0.981216987	7.87E-07	1.40E-05	0.297168048	0.536059069	0.467893182	0.235110741	0.109906206	0.27364697
Ssc4d	ENSMUSG00000029699.13	chr5	-0.735160616	0.601	2.137304517	8.08E-07	1.44E-05	1.899136457	1.725846233	1.790216302	1.079474796	1.227902432	0.965948057
Ndufa6	ENSMUSG00000022450.5	chr15	0.344673298	1.27	7.483551517	8.14E-07	1.45E-05	280.4016111	286.27883	274.0902997	370.7780031	364.6192593	340.4793782
Rara	ENSMUSG00000037992.16	chr11	0.387250223	1.308	5.472226246	8.16E-07	1.45E-05	8.770481337	8.42170847	9.044246582	10.94144772	12.41990102	11.21965114
Rpl14	ENSMUSG00000025794.8	chr9	0.334933832	1.261	8.922269855	8.22E-07	1.46E-05	464.0762116	441.9845436	464.8475267	597.7228589	577.2469445	567.6652735
Cdc42ep3	ENSMUSG00000036533.8	chr17	-0.430306235	0.742	4.570763769	8.24E-07	1.46E-05	14.23109035	14.93339118	12.21548224	10.50696119	9.950532526	10.46925728
Cox11	ENSMUSG00000020544.14	chr11	0.43678241	1.354	4.489240408	8.34E-07	1.48E-05	13.26421627	13.09913571	13.44088864	17.04462636	19.27744996	17.96089482
Dtd1	ENSMUSG00000027430.12	chr2	-0.465730751	0.724	4.106679604	8.47E-07	1.50E-05	8.565507609	7.186057906	9.4870356	6.030011358	5.892936591	6.53054481
Rbbp5	ENSMUSG00000026439.14	chr1	0.41277221	1.331	4.887279757	8.52E-07	1.51E-05	6.634367751	6.461080401	6.113957648	8.651180201	8.737868238	8.378610654
Rrp15	ENSMUSG00000001305.5	chr1	0.472360902	1.387	4.006875469	8.54E-07	1.51E-05	3.967247792	4.186990095	4.161481877	6.364202134	5.285536597	5.583276827
Egfl7	ENSMUSG00000026921.18	chr2	-0.848737297	0.555	1.690126183	8.66E-07	1.53E-05	1.161377784	1.047500056	1.160456101	0.687777072	0.475278887	0.729776197
Ankrd35	ENSMUSG00000038354.13	chr3	-1.390962338	0.381	0.324919044	8.68E-07	1.54E-05	0.391956519	0.381805507	0.456919701	0.170557547	0.171725728	0.128072951
Atraid	ENSMUSG00000013622.15	chr5	-0.351973441	0.784	6.833619278	8.69E-07	1.54E-05	64.53614923	58.06953139	60.87684707	47.08708467	49.0722765	48.72690429
Irx5	ENSMUSG00000031737.11	chr8	0.48027402	1.395	3.93540351	8.71E-07	1.54E-05	3.410243163	3.654115986	5.009079029	4.879902693	6.595432211	5.499105191
Fbxw2	ENSMUSG00000035949.15	chr2	0.352762765	1.277	6.786360559	8.85E-07	1.57E-05	10.10712478	10.73885459	9.61125133	12.94451731	12.66071926	13.58787821
Kifc5b	ENSMUSG00000024301.9	chr17	0.9427353	1.922	1.372044787	8.93E-07	1.58E-05	0.730677376	0.505257516	0.669256043	1.222884276	1.200478545	1.293234537
Nkrf	ENSMUSG00000044149.6	chrX	-0.577204025	0.67	3.022566783	9.08E-07	1.61E-05	2.98574198	2.878396221	2.950767297	1.982428378	2.236375543	1.727291827
Tfpi	ENSMUSG00000027082.15	chr2	-0.385698376	0.765	5.456968735	9.09E-07	1.61E-05	9.057326181	9.665735638	8.47475224	7.419230474	6.753209357	6.802403833
Sh2d4b	ENSMUSG00000037833.13	chr14	-1.216957421	0.43	0.611358048	9.10E-07	1.61E-05	0.582578267	0.401255891	0.502736482	0.172844636	0.236181511	0.233622618
Fam64a	ENSMUSG00000020808.3	chr11	0.951782897	1.934	1.346749299	9.20E-07	1.63E-05	0.801157679	0.365103648	0.758389141	1.164415676	1.207410454	1.426015585
Xpot	ENSMUSG00000034667.7	chr10	0.342686629	1.268	7.512920958	9.24E-07	1.63E-05	26.37482746	27.6699797	26.21163484	33.46371869	34.41908632	34.6815566
Adam12	ENSMUSG00000054555.11	chr7	0.380204064	1.302	5.611112788	9.29E-07	1.64E-05	4.271381975	3.951712614	3.743941171	5.296971493	5.141685624	5.259777904
Gyg	ENSMUSG00000019528.18	chr3	-0.349418931	0.785	6.931674663	9.35E-07	1.65E-05	61.07590561	58.64475403	54.61784969	45.43299418	45.06078717	47.40560171
Uqcc2	ENSMUSG00000024208.15	chr17	0.354376244	1.278	6.636982323	9.36E-07	1.65E-05	100.204332	105.4209794	105.7898487	136.7014898	130.7968398	133.7574618
Auh	ENSMUSG00000021460.16	chr13	-0.370845098	0.773	5.88990164	9.39E-07	1.66E-05	6.667676819	7.005824035	7.168459613	5.382139641	5.8522981	5.002969291
Zfp658	ENSMUSG00000056592.14	chr7	-1.360959051	0.389	0.3749791	9.46E-07	1.67E-05	0.579721823	0.36326246	0.533530558	0.214474191	0.157550371	0.209365378
Timm23	ENSMUSG00000013701.12	chr14	0.351963829	1.276	6.769363158	9.47E-07	1.67E-05	52.36382551	54.44568547	53.33649767	69.61053061	68.30429306	68.0694539
Rrp9	ENSMUSG00000041506.14	chr9	0.427980182	1.345	4.598722709	9.49E-07	1.67E-05	6.215467846	7.700079157	8.102359739	9.813463558	10.12652084	9.898403732
Plod1	ENSMUSG00000019055.15	chr4	0.338279974	1.264	7.968993494	9.55E-07	1.68E-05	30.88806447	34.21605067	32.59613141	39.74688432	41.65214522	43.0880514
Il18	ENSMUSG00000039217.12	chr9	-1.545725695	0.343	0.018087785	9.55E-07	1.68E-05	2.090947132	1.454853666	2.163905151	0.749887254	0.280437254	0.951632249
Brsk1	ENSMUSG00000035390.16	chr7	-1.194522442	0.437	0.700294524	9.71E-07	1.71E-05	0.689247573	0.295583684	0.558757073	0.169767158	0.256394889	0.254958884
Mrpl37	ENSMUSG00000028622.11	chr4	0.371616372	1.294	5.8636261	9.92E-07	1.74E-05	10.83119991	11.81356399	11.28847783	14.53795994	14.48989738	15.21121288
Jarid2	ENSMUSG00000038518.15	chr13	0.352202311	1.277	6.71064173	1.01E-06	1.77E-05	9.187468885	9.926100413	9.152757716	12.46648386	11.95931381	11.9328106
Tbkbp1	ENSMUSG00000038517.15	chr11	1.034286486	2.048	1.094613445	1.01E-06	1.77E-05	0.308513332	0.232288585	0.442298271	0.565726263	0.868932186	0.604845856
Ndufv2	ENSMUSG00000024099.14	chr17	0.338510267	1.264	7.830529316	1.01E-06	1.77E-05	102.1101948	101.1215901	98.46844576	128.3392468	128.4404032	127.6722627
Mmp13	ENSMUSG00000050578.9	chr9	-2.181927827	0.22	-0.770173795	1.02E-06	1.78E-05	0.199323932	0.453044151	0.25891547	0.040031364	0.056139869	0.097694526
Fam117a	ENSMUSG00000038893.12	chr11	-0.373416549	0.772	5.761807	1.02E-06	1.78E-05	19.8384563	19.77621156	20.73733609	14.33559636	16.60889405	15.99574497
Enox1	ENSMUSG00000022012.8	chr14	-0.568035276	0.675	3.125350186	1.02E-06	1.79E-05	3.142702513	2.807028102	2.881065014	2.359216104	1.890604457	1.764651046
Zfp185	ENSMUSG00000031351.15	chrX	-0.850988841	0.554	1.658060565	1.03E-06	1.80E-05	1.165052954	1.136436813	0.891061209	0.606625815	0.594160829	0.578076455
Vps41	ENSMUSG00000041236.7	chr13	-0.355035619	0.782	6.510233883	1.04E-06	1.82E-05	32.67571184	31.1936715	31.7660015	24.88569503	25.06819396	25.40531615
Ssh2	ENSMUSG00000037926.15	chr11	0.347324451	1.272	6.979285855	1.05E-06	1.84E-05	5.977134795	6.210617551	5.713472574	7.485291231	7.284758586	8.181909929
Srpx	ENSMUSG00000090084.7	chrX	-5.875862699	0.017	-1.77092368	1.07E-06	1.86E-05	0.160842087	0.13056379	0.140625136	0	0	0
Trp53inp1	ENSMUSG00000028211.11	chr4	0.335389718	1.262	8.144045653	1.07E-06	1.87E-05	38.50507399	38.93922389	37.93969052	49.05186824	46.27760405	51.40286109
Apoo	ENSMUSG00000079508.8	chrX	0.425263622	1.343	4.604376656	1.08E-06	1.88E-05	17.37652041	17.0598498	14.73072709	22.95264466	23.21417131	20.3235751
Spns1	ENSMUSG00000030741.15	chr7	0.406826999	1.326	4.938793783	1.08E-06	1.89E-05	6.271149234	7.285649703	7.602764191	8.362770163	9.992704846	9.89779687
